TestID,RepeatID,Volume_Fraction,Strain,Stress,Parallelism,Density,Void_Fraction,Aspect_Ratio
0,1,0,0.139453125,88.92245556,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.139955357,88.82992348,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.140457589,88.81767683,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.140959821,88.71756109,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.141517857,88.68362909,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.142075893,88.60823216,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.142633929,88.53344983,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.143191964,88.40177586,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.143694196,88.3473764,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.144363839,88.35119925,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.144921875,88.23949091,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.145256696,88.18911728,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.145982143,88.10363888,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.146595982,88.09710959,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.147098214,88.00405877,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.147544643,88.02194947,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.148046875,87.91390611,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.148716518,87.86364526,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.149051339,87.73772248,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.149665179,87.7417483,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.150334821,87.87462889,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.150892857,87.69708076,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.151506696,87.68754055,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.152008929,87.54451081,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.152566964,87.58971401,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.152957589,87.56666979,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.153515625,87.4509018,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.154073661,87.44886633,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.154631696,87.40372515,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.155078125,87.37601797,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.155803571,87.42815079,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.156361607,87.3554603,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.156808036,87.25701916,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.157477679,87.24168831,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.157979911,87.14107074,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.158705357,87.21861026,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.159095982,87.19013626,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.159598214,87.07676459,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.160044643,87.097108,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.160770089,87.10989029,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.161160714,87.08590446,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.161941964,87.09099595,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.162332589,86.92098637,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.162890625,87.00388804,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.163392857,86.9928311,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.164006696,87.02089351,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.164564732,86.92043381,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.165122768,86.92565499,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.165569196,86.86665459,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.166183036,86.83360218,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.166796875,86.83337664,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.167354911,86.83414911,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.167857143,86.9052721,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.168415179,86.7085759,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.169029018,86.78472274,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.169363839,86.75932166,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.170033482,86.82892229,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.170535714,86.76626256,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.171037946,86.72812994,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.171540179,86.76901974,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.172209821,86.73548806,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.172879464,86.76836569,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.173325893,86.71574234,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.173883929,86.75814324,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.174441964,86.70856462,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.174832589,86.66822739,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.175446429,86.67856824,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.176060268,86.59714386,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.176618304,86.62168225,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.177232143,86.69206661,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.177734375,86.68830015,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.178236607,86.72874452,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.178794643,86.65472337,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.179185268,86.61567733,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.179910714,86.66685725,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.180357143,86.70308972,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.180915179,86.79888644,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.181584821,86.77340079,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.182087054,86.71087637,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.182589286,86.64750056,0.692594895,1.158005913,0.15%,0.601746138
